,acc vect,gyro vect,sun vect
0,,0.9466691136196786,0.7347272611826662
1,,1.032157253132915,0.3786545452506229
2,,1.0190529888693953,-0.5628468593108273
3,,0.10581935323091048,0.7347551958522553
4,,-0.6455629829132428,0.37852978270244225
5,,1.6037614222738827,-0.5628943113723532
6,,1.4004144381012542,0.7347691597348438
7,,0.08378202123069488,0.3784673984254055
8,,1.015785397845454,-0.562918031538924
9,,-0.5937765031307255,0.734783121315863
10,,0.04039702021118029,0.3784050121468467
11,,-1.6265907737005965,-0.5629417477958644
12,,-0.21455594226798835,0.7347970805952392
13,,0.5443731163060053,0.37834262386709366
14,,-1.6302219658318877,-0.5629654601430503
15,,-0.868782482456043,0.7348110375728986
16,,0.4387611889070209,0.3782802335864766
17,,-1.4327266373200487,-0.5629891685803564
18,0.9475680188547398,0.9834080239555472,0.734824992248767
19,-0.6814373153374232,-0.27435606659660444,0.37821784130532654
20,0.023472274298084964,1.3991559624078678,-0.5630128731076567
21,0.9490974826209561,0.632305642409009,0.7348389446227714
22,-0.7362069851259666,-0.6756528829433119,0.37815544702397186
23,0.16148677049953541,1.4641320829584068,-0.5630365737248261
24,0.9106440247846943,1.1096497130904734,0.7348528946948375
25,-0.7276609150094266,-0.02370179683110272,0.37809305074274324
26,0.29083258169277587,1.3297051323752977,-0.5630602704317395
27,0.7994836295087365,1.198475036563425,0.7348668424648914
28,-0.47506980070415133,-1.1276899658855541,0.3780306524619714
29,0.3003407530264103,0.5403451929788372,-0.5630839632282708
30,,0.0814853652353916,0.7348807879328599
31,,1.3783891854599557,0.3779682521819839
32,,-1.0456593081207173,-0.5631076521142963
33,,-0.4494245225772723,0.7348947310986683
34,,1.1506259383571862,0.37790584990311477
35,,-1.2141159534763712,-0.5631313370896887
36,0.8917060202146105,-0.33451981717926765,0.7349086719622437
37,-0.6572066099520932,1.3512196734697857,0.3778434456256899
38,0.30004657859616024,-1.0306803024908149,-0.5631550181543244
39,0.9709801820646875,-0.7294631197670262,0.7349226105235122
40,-0.7558667217598654,0.8143428216599299,0.37778103935004215
41,0.07170790331790532,-1.343402145937955,-0.5631786953080773
42,0.8936419775551573,0.1289820654902821,0.7349504807388332
43,-0.6605268018412626,1.57603986506862,0.3776562208053948
44,0.2806043631267249,-0.7067262344758036,-0.5632260378824339
45,,-0.260524949629062,0.7349644123927382
46,,-0.30496025501653384,0.3775938085370554
47,,1.6849706209548663,-0.5632497033027878
48,,-0.11846014846515553,0.7349783417440415
49,,-1.1959861608939635,0.37753139427181304
50,,1.2472306507521909,-0.563273364811758
51,0.9221695627098526,-0.023625451550975785,0.7349922687926697
52,-0.6691937922045837,-1.299240792689266,0.37746897800999607
53,0.15090545426006882,1.1451703806207976,-0.56329702240922
54,,-0.39779666459948876,0.7350061935385483
55,,-0.606741411342586,0.37740655975193577
56,,1.5727754682075668,-0.5633206760950484
57,,0.3513751121913652,0.7350201159816043
58,,-0.7648634601602498,0.37734413949796247
59,,1.5137765415820779,-0.5633443258691182
60,,0.01782005807931722,0.7350340361217642
61,,-0.7966308106676188,0.3772817172484048
62,,1.537875741737642,-0.5633679717313043
63,0.9910580520275603,-0.09984361623823411,0.7350479539589536
64,-0.8107052241925728,-1.5336365262026523,0.37721929300359563
65,-0.00557660017924348,-0.7987429234700825,-0.5633916136814813
66,,-0.6403863408332136,0.7350618694931
67,,0.17311765176463936,0.37715686676386256
68,,-1.599979878974028,-0.5634152517195243
69,,-1.255566512893992,0.735075782724129
70,,-1.1359889978365687,0.37709443852953617
71,,-0.3648036848683015,-0.5634388858453089
72,,-1.314242951121761,0.7350896936519671
73,,-1.119024847116115,0.37703200830094796
74,,-0.14334872501533005,-0.5634625160587091
75,,0.7243244868764799,0.735103602276541
76,,0.5892421755695324,0.37696957607842646
77,,-1.458817225097513,-0.563486142359601
78,,-0.7752742448021194,0.735117508597777
79,,1.3174342774055041,0.3769071418623023
80,,-0.8144426131186533,-0.563509764747859
81,0.9952552329908296,1.721015057627466,0.7351314126156013
82,-0.8308014743225437,-0.1871961921057968,0.37684470565290745
83,-0.008596958772674764,0.05536024819867927,-0.563533383223358
84,,-0.32701370790322204,0.735159213740722
85,,-0.5813044744304366,0.37671982725561864
86,,1.598482762763033,-0.5635806084355816
87,,0.28585040380050153,0.7351731108478713
88,,0.8715354497729095,0.376657385068387
89,,1.469256787098913,-0.5636042151720554
90,0.9981522299453085,0.0463396672328268,0.7351870056513148
91,-0.8691259511101784,1.11033676212367,0.3765949408892034
92,0.04200158326108162,1.3285348734291749,-0.5636278179952715
93,,0.656938203691358,0.7343632730028441
94,,1.5502392377638716,0.38027572850165675
95,,-0.4064363446199906,-0.5622285599087655
96,,-0.7733917433167328,0.7343773012993433
97,,-1.405815393671546,0.3802134004011923
98,,0.6523406244329861,-0.5622523894939498
99,0.9188114409057854,-0.3755285644969755,0.7343913272963454
100,-0.7596537415567475,-1.4645049473391456,0.38015107028996925
101,0.273560268840053,0.8451056481091603,-0.562276215173026
102,,-0.6202656359208765,0.7344053509937764
103,,-0.3432550637755152,0.38008873816831973
104,,1.5803311368470017,-0.5623000369458663
105,,-0.3675124356040054,0.7344193723915626
106,,0.21810825413324708,0.38002640403657084
107,,1.6785003423161275,-0.5623238548123458
108,0.9798766951192941,-0.6125808940837048,0.734433391489629
109,-0.7808485124484479,1.5820075206380053,0.3799640678950543
110,0.06725959828160177,0.34928047876799445,-0.5623476687723385
111,0.9063380436039167,1.2289507282757008,0.7344474082879024
112,-0.6484136055278308,-1.215450042686438,0.37990172974409897
113,0.2203201421428069,0.11118138874901591,-0.5623714788257178
114,,1.121452993512658,0.7344614227863078
115,,-0.44331236492628245,0.37983938958403424
116,,-1.2433090245168188,-0.5623952849723588
117,,-0.48636447141046846,0.7344754349847715
118,,0.1997472275599992,0.37977704741519064
119,,-1.6503183468748412,-0.5624190872121346
120,0.9145360610284823,0.25159147228883166,0.7344894448832193
121,-0.6596329569722518,-0.7055604955708827,0.3797147032378973
122,0.1972707044271905,-1.5616933495924568,-0.5624428855449201
123,,1.284989162754829,0.7345034524815776
124,,-1.1501130919956528,0.37965235705248296
125,,-0.16137759207164434,-0.5624666799705889
126,,-1.6068458655916253,0.7345314607777276
127,,-0.4903803057206781,0.37952765865861443
128,,0.4213947318042727,-0.5625142571000736
