givenlat,deg,min,sec,lat,long,deg,min,sec,long,seconds,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,mag-x,mag-y,mag-z
3027.4,30,26,140,30.47222222,9241.25,92,40,125,92.70138889,15,-0.040511597,-0.046165332,0.991700989,9.15528,2.9144308,-145.9351632,30344.70453,660.8320629,41717.02545
3027.4,30,26,140,30.47222222,9241.24,92,40,124,92.70111111,17,-0.046859253,-0.115012988,1.009279114,-10.3912428,-4.7760044,-78.7048904,19578.10317,-29994.07459,36782.33316
3027.39,30,26,139,30.47194444,9241.24,92,40,124,92.70111111,18,-0.030745972,-0.138450488,0.997560364,7.2631888,10.147102,-99.8078108,-11674.948,-24610.77391,41567.48932
3027.39,30,26,139,30.47194444,9241.24,92,40,124,92.70111111,19,0.021011841,0.026100293,1.001954895,-1.2054452,24.8413264,-157.16564,-6740.255706,11876.04181,45305.89257
3027.39,30,26,139,30.47194444,9241.24,92,40,124,92.70111111,20,0.010269653,-0.055442676,0.995607239,-3.0822776,10.4980544,-128.6011664,19428.56704,7240.421783,45156.35644
3027.39,30,26,139,30.47194444,9241.23,92,40,123,92.70083333,21,-0.055160034,-0.081321582,0.954103333,-14.9383652,5.2337684,-181.7475668,24064.18707,-18031.18419,43062.85062
3027.38,30,26,138,30.47166667,9241.23,92,40,123,92.70083333,22,0.004410278,-0.047141895,0.99218927,8.3618224,17.2119264,43.8843088,18979.95865,-24909.84617,40670.27254
3027.38,30,26,138,30.47166667,9241.23,92,40,123,92.70083333,23,-0.127425659,-0.051048145,1.001466614,-1.7089856,-0.6713872,33.493066,18680.88639,-27302.42425,37230.94155
3027.38,30,26,138,30.47166667,9241.23,92,40,123,92.70083333,24,-0.036117065,-0.075950488,0.981935364,18.3258188,8.4838928,-33.1421136,17185.52509,-27302.42425,38427.23059
3027.38,30,26,138,30.47166667,9241.23,92,40,123,92.70083333,25,-0.063460815,-0.061790332,0.979005676,15.4724232,0.8697516,-22.7661296,19578.10317,-22666.80422,42016.09771
3027.37,30,26,137,30.47138889,9241.23,92,40,123,92.70083333,26,-0.082503784,-0.01784502,0.95312677,-25.17702,-37.460354,33.5388424,12400.36893,-23115.41261,41268.41706
3027.37,30,26,137,30.47138889,9241.23,92,40,123,92.70083333,27,0.108414185,-0.035423145,0.983888489,-20.9350736,-10.8490068,47.3480564,12400.36893,-24311.70165,41268.41706
3027.37,30,26,137,30.47138889,9241.22,92,40,122,92.70055556,28,-0.158675659,-0.059348926,0.96875177,17.54762,21.3928376,155.868642,31840.06583,-3675.715707,39922.59189
3027.36,30,26,136,30.47111111,9241.22,92,40,122,92.70055556,29,-0.03025769,-0.117942676,1.006837708,-5.4016152,-29.9988008,145.645246,11503.15215,24586.61286,38427.23059
3027.36,30,26,136,30.47111111,9241.22,92,40,122,92.70055556,31,-0.005843628,-0.110618457,0.990236145,-0.1373292,-6.5765428,264.0077576,-25133.1997,-86.84858708,36931.86929
3027.36,30,26,136,30.47111111,9241.21,92,40,121,92.70027778,32,-0.048812378,-0.134055957,1.043947083,8.2550108,-15.9759636,50.4761104,9110.574074,-32237.11654,38427.23059
3027.36,30,26,136,30.47111111,9241.21,92,40,121,92.70027778,33,0.016129028,-0.011497363,1.030275208,-20.5536036,-46.2951992,202.6216052,26905.37354,-11601.1306,42913.31449
3027.35,30,26,135,30.47083333,9241.21,92,40,121,92.70027778,34,-0.06150769,-0.115989551,1.012697083,4.6844516,-9.2620916,197.2657664,9110.574074,11576.96955,42913.31449
3027.35,30,26,135,30.47083333,9241.21,92,40,121,92.70027778,35,0.04786731,-0.054466113,1.001466614,-8.7585512,-23.0865644,66.7267324,-11824.48413,3801.090793,42913.31449
3027.35,30,26,135,30.47083333,9241.2,92,40,120,92.7,36,-0.105941284,-0.053489551,0.985841614,0.8544928,-11.3525472,4.9133336,-17805.92933,-8610.407997,40072.12802
3027.35,30,26,135,30.47083333,9241.2,92,40,120,92.7,37,-0.047347534,-0.065696582,0.991212708,0.4882816,-14.0686136,55.5115144,-13618.91769,-21171.44292,40520.73641
3027.35,30,26,135,30.47083333,9241.2,92,40,120,92.7,38,0.026871216,-0.112083301,0.98047052,9.384162,-15.182506,105.4840844,-3749.533106,-26704.27973,40072.12802
3027.34,30,26,134,30.47055556,9241.2,92,40,120,92.7,39,-0.023421753,0.011940137,0.998536926,17.9138312,-1.373292,196.4265324,17634.13348,-19227.47323,45006.82031
3027.34,30,26,134,30.47055556,9241.2,92,40,120,92.7,40,0.01661731,-0.22878252,0.945802551,12.6800628,-18.005384,129.2572948,7615.212774,7689.030173,45455.4287
3027.34,30,26,134,30.47055556,9241.2,92,40,120,92.7,41,-0.029769409,-0.14284502,1.00390802,-1.983644,-20.7367092,155.4261368,-14516.13447,-14292.78094,42165.63384
3027.33,30,26,133,30.47027778,9241.2,92,40,120,92.7,42,-0.174300659,-0.009544238,0.991212708,-18.69203,-13.8549904,207.7180444,15391.09153,-31638.97202,34539.29121
3027.33,30,26,133,30.47027778,9241.2,92,40,120,92.7,43,-0.11619519,-0.034934863,1.00781427,-19.7448872,-14.9841416,58.1665456,32886.81874,-14143.24481,38277.69446
3027.33,30,26,133,30.47027778,9241.2,92,40,120,92.7,44,-0.058578003,-0.077415332,1.020509583,-9.8114084,-25.3601256,27.8320512,31391.45744,-13694.63642,39324.44737
3027.32,30,26,132,30.47,9241.19,92,40,119,92.69972222,46,-0.014144409,-0.039329395,1.014161926,4.0130644,-15.1367296,-24.0020924,26606.30128,-13096.4919,41717.02545
3027.32,30,26,132,30.47,9241.19,92,40,119,92.69972222,47,-0.035140503,-0.112083301,0.976075989,-3.6315944,-5.5084268,119.7510624,28849.34323,-6815.974437,40221.66415
3027.32,30,26,132,30.47,9241.19,92,40,119,92.69972222,48,-0.059554565,0.009010449,0.970704895,3.7994412,4.2114288,-14.266978,28998.87936,9483.463733,37829.08607
3027.32,30,26,132,30.47,9241.18,92,40,118,92.69944444,49,-0.09275769,-0.106712207,0.977540833,2.136232,24.4445976,-8.1787168,23615.57868,21446.35413,35735.58025
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,50,-0.24119519,-0.093040332,0.955079895,-13.9465432,-14.1296488,-19.4244524,34681.2523,-385.9208471,35586.04412
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,51,-0.109847534,-0.000755176,0.97656427,12.4511808,3.0365012,-76.828058,26456.76515,-19526.54549,39324.44737
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,52,-0.013167847,-0.203880176,0.977540833,19.0582412,11.4898764,-42.2516172,17484.59735,-23713.55713,42464.7061
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,53,0.09864856,-0.094505176,1.014161926,12.3291104,14.4806012,56.2744544,19578.10317,-16386.28676,42763.77836
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,54,-0.10838269,-0.044212207,1.01172052,-5.6610148,1.8920912,5.8441204,26905.37354,-7563.655087,41717.02545
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,55,-0.048812378,-0.121360645,1.002931458,9.15528,24.1394216,-79.2847248,31690.5297,-6217.829917,38576.76672
3027.31,30,26,131,30.46972222,9241.18,92,40,118,92.69944444,56,-0.036605347,-0.115989551,0.987794739,6.5918016,3.9367704,-67.749072,27353.98193,-19825.61775,38427.23059
3027.3,30,26,130,30.46944444,9241.18,92,40,118,92.69944444,57,-0.024398315,-0.018821582,1.009767395,18.4326304,-7.7514704,-38.3301056,19279.03091,-23564.021,39773.05576
3027.3,30,26,130,30.46944444,9241.18,92,40,118,92.69944444,58,0.057632935,-0.150169238,0.935548645,11.3220296,18.4784068,-95.0165476,14045.26636,-24162.16552,40670.27254
3027.3,30,26,130,30.46944444,9241.18,92,40,118,92.69944444,59,-0.103011597,0.022682324,0.923829895,-19.0735,-14.2822368,-51.727332,9708.718594,-26704.27973,40819.80867
3027.3,30,26,130,30.46944444,9241.18,92,40,118,92.69944444,1,-0.134261597,-0.109153613,0.914552551,-26.5655708,-35.8124036,-81.176816,-4048.605366,-28797.78555,39773.05576
3027.29,30,26,129,30.46916667,9241.17,92,40,117,92.69916667,2,-0.09666394,-0.17409502,0.95312677,0.4272464,-10.528572,-91.0034832,-11674.948,-27451.96038,36333.72477
3027.29,30,26,129,30.46916667,9241.17,92,40,117,92.69916667,3,-0.04978894,-0.087180957,0.97265802,4.1656524,-3.3416772,77.7130684,-9431.906046,-31190.36363,35586.04412
3027.29,30,26,129,30.46916667,9241.16,92,40,116,92.69888889,4,-0.160628784,-0.065696582,1.032716614,8.5296692,-16.9983032,88.3331932,15839.69992,-29246.39394,38277.69446
3027.29,30,26,129,30.46916667,9241.16,92,40,116,92.69888889,5,-0.077620972,-0.010520801,1.048829895,0.2593996,-17.2729616,188.2630744,28251.19871,-3526.179577,40221.66415
3027.29,30,26,129,30.46916667,9241.16,92,40,116,92.69888889,6,-0.058578003,-0.062766895,1.030275208,-4.9743688,-12.2985928,105.1026144,11054.54376,13520.93924,46950.79
3027.28,30,26,128,30.46888889,9241.16,92,40,116,92.69888889,7,-0.017074097,-0.05300127,1.034669739,-23.2238936,-37.3688012,127.716156,-7338.400226,8436.710823,43960.0674
3027.28,30,26,128,30.46888889,9241.16,92,40,116,92.69888889,8,-0.140609253,-0.12331377,1.005372864,-13.1683444,-34.2102296,109.9549128,-16609.64029,-3825.251837,43062.85062
3027.28,30,26,128,30.46888889,9241.16,92,40,116,92.69888889,9,0.034195435,-0.073020801,1.006349426,16.2963984,5.1574744,87.4634416,-11824.48413,-21021.90679,39473.9835
3027.28,30,26,128,30.46888889,9241.15,92,40,115,92.69861111,10,-0.203597534,-0.051536426,0.965822083,3.5705592,-31.9519272,26.626606,-3749.533106,-30442.68298,39324.44737
3027.28,30,26,128,30.46888889,9241.15,92,40,115,92.69861111,11,-0.115218628,-0.018821582,0.979493958,13.198862,-10.757454,22.9339764,9409.646334,-26255.67134,41268.41706
3027.27,30,26,127,30.46861111,9241.15,92,40,115,92.69861111,12,-0.06150769,-0.177512988,0.987306458,27.6336868,11.9171228,103.7140636,23017.43416,-16087.2145,42763.77836
3027.27,30,26,127,30.46861111,9241.15,92,40,115,92.69861111,13,-0.023910034,0.09152998,1.036134583,2.517702,-28.4424032,170.3797608,20026.71156,3202.946273,45006.82031
3027.27,30,26,127,30.46861111,9241.15,92,40,115,92.69861111,15,-0.001449097,-0.043723926,1.017579895,8.1939756,-22.6745768,138.6109392,-2403.707936,14418.15602,42464.7061
3027.27,30,26,127,30.46861111,9241.15,92,40,115,92.69861111,16,0.018570435,-0.132591113,1.012208801,-0.0457764,-28.7780968,98.8465064,-17506.85707,-21769.58744,38726.30285
3027.26,30,26,126,30.46833333,9241.15,92,40,115,92.69861111,17,-0.036117065,-0.038352832,1.026857239,-3.2959008,-22.583024,70.2820328,11652.68828,-35078.30301,36034.65251
3027.26,30,26,126,30.46833333,9241.14,92,40,114,92.69833333,18,-0.062972534,-0.100852832,1.037111145,8.4991516,5.950932,35.2936044,29746.56001,-21470.51518,36782.33316
3027.26,30,26,126,30.46833333,9241.14,92,40,114,92.69833333,19,-0.099593628,-0.075950488,1.037111145,-0.6713872,-21.36232,-39.9627972,25858.62063,-13545.10029,40969.3448
3027.26,30,26,126,30.46833333,9241.14,92,40,114,92.69833333,20,-0.039535034,-0.091087207,1.004884583,10.4827956,-10.6964188,87.4481828,24811.86772,-7414.118957,42016.09771
3027.25,30,26,125,30.46805556,9241.14,92,40,114,92.69833333,21,-0.111312378,-0.172630176,0.983400208,7.6141412,-11.5509116,51.4068972,15839.69992,15315.3728,42016.09771
3027.25,30,26,125,30.46805556,9241.14,92,40,114,92.69833333,22,-0.040999878,-0.141868457,0.97656427,28.4729208,5.493168,279.7853568,-9581.442176,18306.0954,39174.91124
3027.25,30,26,125,30.46805556,9241.13,92,40,113,92.69805556,23,-0.12400769,-0.10378252,0.961915833,15.3656116,4.8522984,153.4882692,-23039.69388,-14442.31707,34090.68282
3027.25,30,26,125,30.46805556,9241.13,92,40,113,92.69805556,24,-0.191390503,-0.073020801,0.988771301,-29.068014,-59.6771668,98.5413304,16736.9167,-32536.1888,35735.58025
3027.25,30,26,125,30.46805556,9241.13,92,40,113,92.69805556,25,-0.020003784,0.030983105,0.99609552,-15.716564,-34.6222172,122.0246236,31092.38518,-12348.81125,38726.30285
3027.25,30,26,125,30.46805556,9241.12,92,40,112,92.69777778,26,-0.024886597,0.000221387,0.985353333,-15.7775992,-14.724742,128.6927192,21970.68125,12025.57794,41717.02545
3027.25,30,26,125,30.46805556,9241.12,92,40,112,92.69777778,27,-0.07322644,-0.01784502,0.985353333,-6.1340376,-18.0969368,16.9220092,9409.646334,16960.27023,43511.45901
3027.24,30,26,124,30.46777778,9241.12,92,40,112,92.69777778,28,-0.013656128,-0.055442676,1.016603333,7.3089652,-10.4065016,-88.5315576,4774.026304,18306.0954,42464.7061
3027.24,30,26,124,30.46777778,9241.12,92,40,112,92.69777778,30,-0.068831909,0.039772168,1.030275208,12.6342864,0.9307868,-35.0342048,15391.09153,20399.60122,42016.09771
3027.24,30,26,124,30.46777778,9241.12,92,40,112,92.69777778,31,-0.055160034,-0.000266895,0.985353333,-10.5743484,-4.7149692,-181.2287676,33933.57165,62.68754292,38277.69446
3027.24,30,26,124,30.46777778,9241.12,92,40,112,92.69777778,32,-0.154769409,-0.068137988,1.014650208,27.84731,9.384162,-208.5725372,7914.285034,-31190.36363,38277.69446
3027.24,30,26,124,30.46777778,9241.12,92,40,112,92.69777778,33,-0.024398315,-0.077415332,1.002443176,19.9279928,22.0184484,-226.3185216,-14665.6706,-385.9208471,43062.85062
3027.24,30,26,124,30.46777778,9241.11,92,40,111,92.6975,34,-0.133773315,-0.047141895,0.947267395,-1.2512216,3.8757352,-189.3464492,21821.14512,14119.08376,42315.16997
3027.24,30,26,124,30.46777778,9241.11,92,40,111,92.6975,35,0.042496216,-0.015891895,0.984865051,10.7421952,39.5508096,-195.6025572,18232.278,-25208.91843,41717.02545
3027.23,30,26,123,30.4675,9241.11,92,40,111,92.6975,36,0.13380481,-0.09597002,1.010743958,3.0670188,29.6478484,-75.9277888,-11.12985563,-27451.96038,40819.80867
3027.23,30,26,123,30.4675,9241.11,92,40,111,92.6975,37,-0.115706909,0.02121748,0.980958801,12.6800628,28.7475792,-40.4663376,-3599.996976,-27900.56877,40969.3448
3027.23,30,26,123,30.4675,9241.11,92,40,111,92.6975,38,-0.046370972,-0.085716113,0.986818176,5.2185096,2.67029,-8.2244932,-5843.038926,-24909.84617,42464.7061
3027.23,30,26,123,30.4675,9241.11,92,40,111,92.6975,39,0.026382935,-0.01003252,0.997072083,10.3454664,10.6201248,8.1176816,-5843.038926,-21021.90679,43212.38675
3027.23,30,26,123,30.4675,9241.11,92,40,111,92.6975,40,-0.052718628,0.007545605,1.025392395,3.1127952,13.5650732,-30.4107884,2830.056614,-22517.26809,43660.99514
3027.22,30,26,122,30.46722222,9241.11,92,40,111,92.6975,41,-0.19822644,-0.066673145,1.004396301,-26.016254,-34.6832524,47.1649508,-5244.894406,-24610.77391,43810.53127
3027.22,30,26,122,30.46722222,9241.1,92,40,110,92.69722222,42,0.026871216,-0.072044238,1.013673645,-9.1857976,-14.0991312,9.1095036,-8534.689266,-27900.56877,37978.6222
3027.22,30,26,122,30.46722222,9241.1,92,40,110,92.69722222,44,-0.095199097,-0.031028613,1.006349426,-6.942754,-10.0555492,70.6024676,8213.357294,-32835.26106,37530.01381
3027.22,30,26,122,30.46722222,9241.1,92,40,110,92.69722222,45,-0.088363159,-0.051536426,1.010255676,-22.4914712,-38.8183872,127.8534852,21522.07286,-26255.67134,37081.40542
3027.21,30,26,121,30.46694444,9241.1,92,40,110,92.69722222,46,-0.033187378,-0.144309863,0.989747864,-7.8735408,-21.1181792,95.977852,29746.56001,-18330.25645,39324.44737
3027.21,30,26,121,30.46694444,9241.09,92,40,109,92.69694444,47,-0.08885144,-0.098411426,1.008302551,-7.4462944,-16.6015744,-8.39234,28550.27097,-15040.46159,38427.23059
3027.21,30,26,121,30.46694444,9241.08,92,40,108,92.69666667,48,-0.089339722,-0.043723926,0.97265802,-3.8604764,-1.2054452,91.3391768,29746.56001,511.2959329,38576.76672
3027.21,30,26,121,30.46694444,9241.08,92,40,108,92.69666667,49,-0.05760144,-0.05690752,0.965822083,5.7525676,-0.4730228,154.5411264,19428.56704,13969.54763,42913.31449
3027.21,30,26,121,30.46694444,9241.08,92,40,108,92.69666667,50,-0.04588269,0.016822949,0.954103333,0.0305176,-2.5024432,2.8686544,-1506.491156,19352.84831,42763.77836
3027.21,30,26,121,30.46694444,9241.08,92,40,108,92.69666667,51,-0.020492065,-0.10378252,0.905763489,-4.9743688,-14.1601664,7.2784476,-12123.55639,12175.11407,39773.05576
3027.2,30,26,120,30.46666667,9241.08,92,40,108,92.69666667,52,0.092789185,-0.040305957,0.953615051,-2.2583024,-8.1787168,148.4223476,-19002.21837,8436.710823,39473.9835
3027.2,30,26,120,30.46666667,9241.08,92,40,108,92.69666667,53,0.017593872,0.041725293,0.950197083,7.4920708,9.0484684,62.027022,-17506.85707,-13844.17255,40670.27254
3027.2,30,26,120,30.46666667,9241.07,92,40,107,92.69638889,54,-0.110335815,-0.144798145,0.990724426,0.1220704,6.561284,91.2781416,-4497.213756,-26704.27973,40520.73641
3027.2,30,26,120,30.46666667,9241.07,92,40,107,92.69638889,55,-0.093734253,-0.04518877,1.026857239,-7.8125056,-19.2718644,46.9513276,-2852.316326,-25208.91843,41417.95319
3027.2,30,26,120,30.46666667,9241.07,92,40,107,92.69638889,56,0.000504028,-0.041770801,1.055177551,-1.3275156,-5.9356732,9.1400212,-5095.358276,-23264.94874,40969.3448
3027.2,30,26,120,30.46666667,9241.07,92,40,107,92.69638889,57,-0.047835815,-0.089134082,1.028810364,-6.2713668,5.7373088,-64.9872292,-4945.822146,-23863.09326,40520.73641
3027.2,30,26,120,30.46666667,9241.06,92,40,106,92.69611111,59,-0.04978894,-0.08425127,1.007325989,-1.1901864,6.713872,71.2891136,-5394.430536,-25208.91843,39473.9835
3027.2,30,26,120,30.46666667,9241.06,92,40,106,92.69611111,0,-0.070785034,-0.060325488,1.004396301,10.4675368,11.6119468,-20.3399804,-10030.05057,-24461.23778,39473.9835
3027.2,30,26,120,30.46666667,9241.05,92,40,105,92.69583333,1,-0.110335815,-0.104759082,1.016603333,12.359628,-10.604866,-20.1110984,-12871.23704,-19227.47323,40819.80867
3027.2,30,26,120,30.46666667,9241.05,92,40,105,92.69583333,2,-0.004867065,-0.20925127,0.998048645,2.899172,6.6680956,-18.0664192,-14217.06221,-4124.324097,42464.7061
3027.2,30,26,120,30.46666667,9241.05,92,40,105,92.69583333,3,-0.17088269,0.06809248,0.990724426,5.8593792,2.7313252,-48.0957376,-11674.948,5146.915963,43062.85062
3027.19,30,26,119,30.46638889,9241.04,92,40,104,92.69555556,4,-0.033675659,-0.243430957,0.955079895,-25.6805604,-26.8707468,-75.5920952,-5095.358276,10081.60825,44408.67579
3027.19,30,26,119,30.46638889,9241.04,92,40,104,92.69555556,5,-0.091781128,-0.067649707,0.977052551,7.4157768,-0.4425052,-40.0085736,2082.375964,14418.15602,43960.0674
3027.19,30,26,119,30.46638889,9241.04,92,40,104,92.69555556,6,0.003433716,-0.153587207,1.00390802,6.8054248,5.8593792,82.5653668,-1207.418896,16362.12571,41417.95319
3027.19,30,26,119,30.46638889,9241.04,92,40,104,92.69555556,7,-0.106429565,-0.034446582,0.956544739,4.7912632,-8.0413876,75.6378716,-14217.06221,8137.638563,41717.02545
3027.18,30,26,118,30.46611111,9241.03,92,40,103,92.69527778,8,-0.082992065,-0.18190752,0.958497864,16.40321,14.6026716,145.9046456,-16161.0319,-18330.25645,39025.37511
3027.18,30,26,118,30.46611111,9241.03,92,40,103,92.69527778,9,0.078140747,-0.108177051,0.990724426,10.4370192,-7.8277644,246.7042784,19279.03091,-25507.99069,40819.80867
3027.18,30,26,118,30.46611111,9241.03,92,40,103,92.69527778,10,0.051285278,-0.047630176,0.928712708,20.6604152,8.6517396,216.446078,26905.37354,2156.193363,41717.02545
3027.18,30,26,118,30.46611111,9241.02,92,40,102,92.695,11,-0.028792847,0.040260449,0.965333801,4.730228,15.7318228,80.9021576,4624.490174,14567.69215,43511.45901
3027.17,30,26,117,30.46583333,9241.02,92,40,102,92.695,12,-0.107406128,-0.062278613,0.976075989,12.8479096,6.2713668,64.7583472,-11375.87574,2754.337883,44558.21192
3027.17,30,26,117,30.46583333,9241.01,92,40,101,92.69472222,14,-0.111800659,-0.059837207,0.95703302,-7.1258596,-25.0702084,82.77899,-15712.42351,-1731.746017,42913.31449
3027.17,30,26,117,30.46583333,9241.01,92,40,101,92.69472222,15,0.011734497,-0.054466113,1.010743958,-4.6844516,-12.96998,-75.073296,-17955.46546,-2180.354407,40670.27254
3027.16,30,26,116,30.46555556,9241,92,40,100,92.69444444,16,-0.13572644,-0.010520801,0.990724426,14.6789656,22.3388832,-45.8221764,-14964.74286,-5619.685397,43212.38675
3027.16,30,26,116,30.46555556,9241,92,40,100,92.69444444,17,-0.163558472,-0.03347002,0.97656427,0.0305176,-4.501346,5.2490272,-13917.98995,511.2959329,43062.85062
3027.16,30,26,116,30.46555556,9240.99,92,40,99,92.69416667,18,-0.00291394,-0.043723926,0.981935364,2.1667496,-10.5896072,-131.4240444,-6889.791836,10829.2889,42464.7061
3027.15,30,26,115,30.46527778,9240.99,92,40,99,92.69416667,19,-0.045394409,-0.144798145,0.967775208,14.3127544,5.1422156,-135.7728024,12549.90506,20698.67348,41417.95319
3027.15,30,26,115,30.46527778,9240.98,92,40,98,92.69388889,20,-0.003402222,-0.019309863,0.973146301,12.0697108,17.8222784,-109.3140432,32288.67422,11277.89729,37978.6222
3027.15,30,26,115,30.46527778,9240.98,92,40,98,92.69388889,21,-0.183089722,-0.038352832,0.998536926,-7.171636,-10.070808,-150.4822856,30195.1684,-23564.021,36782.33316
3027.15,30,26,115,30.46527778,9240.97,92,40,97,92.69361111,22,-0.001937378,-0.03737627,1.013673645,17.4560672,2.136232,-80.5817228,736.5507944,-28797.78555,39773.05576
3027.15,30,26,115,30.46527778,9240.97,92,40,97,92.69361111,23,-0.042464722,-0.12722002,1.013673645,5.7830852,6.790166,-62.17961,-5843.038926,-25208.91843,40670.27254
3027.15,30,26,115,30.46527778,9240.97,92,40,97,92.69361111,24,-0.043441284,0.031471387,1.006837708,-10.8947832,0.076294,-40.1001264,-9282.369916,-19825.61775,40969.3448
3027.15,30,26,115,30.46527778,9240.96,92,40,96,92.69333333,25,-0.002425659,-0.00222002,1.004396301,-15.6097524,-7.6751764,-75.1801076,-15712.42351,-10404.84156,40670.27254
3027.15,30,26,115,30.46527778,9240.96,92,40,96,92.69333333,26,-0.080550659,-0.051048145,1.00000177,0.8087164,7.4310356,3.9215116,-14665.6706,-5769.221527,42315.16997
3027.14,30,26,114,30.465,9240.96,92,40,96,92.69333333,28,-0.013656128,0.00559248,0.992677551,3.509524,4.8675572,-13.9465432,-17207.78481,-3227.107317,42165.63384
3027.14,30,26,114,30.465,9240.95,92,40,95,92.69305556,29,-0.180160034,0.012916699,1.029786926,15.3656116,20.0348044,-12.7716156,-14665.6706,-5769.221527,44259.13966
3027.14,30,26,114,30.465,9240.95,92,40,95,92.69305556,30,-0.051253784,0.022194043,1.004884583,-0.9002692,-3.662112,58.6853448,-14665.6706,-8161.799607,43511.45901
3027.14,30,26,114,30.465,9240.95,92,40,95,92.69305556,31,0.059097778,-0.09206377,0.965333801,4.653934,-11.520394,-75.988824,-14366.59834,-6965.510567,42763.77836
3027.14,30,26,114,30.465,9240.95,92,40,95,92.69305556,32,-0.098617065,0.076881543,0.996583801,2.8076192,6.5155076,-183.8075048,-12871.23704,3651.554663,43062.85062
3027.14,30,26,114,30.465,9240.94,92,40,94,92.69277778,33,-0.062972534,0.07981123,1.021974426,-3.662112,-13.0004976,65.2924052,-9581.442176,13969.54763,42165.63384
3027.13,30,26,113,30.46472222,9240.94,92,40,94,92.69277778,34,0.02833606,-0.014915332,0.987306458,5.264286,9.8571848,0.5798344,-6441.183446,16960.27023,43062.85062
3027.13,30,26,113,30.46472222,9240.94,92,40,94,92.69277778,35,-0.119613159,-0.001243457,0.97265802,-2.7618428,3.0212424,49.1943712,-7936.544746,13072.33085,40819.80867
3027.13,30,26,113,30.46472222,9240.94,92,40,94,92.69277778,36,-0.066878784,0.046119824,0.927247864,-0.1831056,-10.1013256,50.6134396,-15413.35125,9034.855343,41268.41706
3027.13,30,26,113,30.46472222,9240.94,92,40,94,92.69277778,37,0.088882935,-0.038352832,0.941896301,0.3356936,1.8157972,73.4406044,-17058.24868,511.2959329,41567.48932
3027.13,30,26,113,30.46472222,9240.93,92,40,93,92.6925,38,0.069839966,0.09543623,0.991212708,4.1656524,17.3034792,104.827956,-13319.84543,-17881.64806,42165.63384
3027.13,30,26,113,30.46472222,9240.93,92,40,93,92.6925,39,-0.015609253,-0.023704395,1.013673645,-2.9449484,10.9405596,13.5955908,7914.285034,-24311.70165,42763.77836
3027.12,30,26,112,30.46444444,9240.93,92,40,93,92.6925,40,-0.03416394,-0.084739551,0.985841614,-4.7454868,1.9378676,-8.5601868,13895.73023,-23863.09326,42763.77836
3027.12,30,26,112,30.46444444,9240.93,92,40,93,92.6925,41,0.013199341,-0.020774707,0.963868958,-3.05176,-5.5084268,11.8408288,10905.00763,-25059.3823,40819.80867
3027.12,30,26,112,30.46444444,9240.93,92,40,93,92.6925,43,-0.013167847,0.001197949,0.956056458,-6.1187788,-18.0206428,-18.234266,2680.520484,-28797.78555,42315.16997
3027.12,30,26,112,30.46444444,9240.93,92,40,93,92.6925,44,0.014664185,-0.044212207,0.967286926,0.6256108,-3.1890892,-13.1378268,-4347.677626,-27900.56877,40221.66415
3027.11,30,26,111,30.46416667,9240.92,92,40,92,92.69222222,45,0.044449341,0.000221387,0.987306458,-1.1596688,-0.686646,70.5414324,1035.623054,-27601.49651,39473.9835
3027.11,30,26,111,30.46416667,9240.92,92,40,92,92.69222222,46,0.009293091,-0.074485645,1.00781427,5.1269568,-10.0555492,112.6252028,20176.24769,-23264.94874,41717.02545
3027.11,30,26,111,30.46416667,9240.92,92,40,92,92.69222222,47,-0.054183472,-0.014427051,0.987306458,6.5765428,2.6092548,120.1172736,27653.05419,-8759.944127,41417.95319
3027.1,30,26,110,30.46388889,9240.92,92,40,92,92.69222222,48,-0.017074097,-0.06472002,0.987794739,-11.8866052,5.3253212,-41.2903128,28998.87936,-684.9931071,42016.09771
3027.1,30,26,110,30.46388889,9240.91,92,40,91,92.69194444,49,-0.079085815,-0.020774707,1.020509583,-4.6997104,14.0228372,64.4836888,32587.74648,-5619.685397,39473.9835
3027.1,30,26,110,30.46388889,9240.91,92,40,91,92.69194444,50,-0.011703003,-0.077903613,1.00390802,-12.20704,-4.9285924,-2.1209732,32587.74648,-2479.426667,39922.59189
3027.09,30,26,109,30.46361111,9240.9,92,40,90,92.69166667,51,-0.067855347,-0.068137988,0.979493958,8.544928,13.0920504,34.6527348,33335.42713,5296.452093,36184.18864
3027.09,30,26,109,30.46361111,9240.9,92,40,90,92.69166667,52,-0.101058472,-0.094505176,1.004884583,8.4533752,0.8850104,-29.8767304,33784.03552,959.9043229,39473.9835
3027.09,30,26,109,30.46361111,9240.9,92,40,90,92.69166667,53,-0.128402222,0.07981123,1.022950989,-3.4637476,-10.528572,-26.3519476,29447.48775,-8161.799607,38576.76672
3027.09,30,26,109,30.46361111,9240.89,92,40,89,92.69138889,54,-0.012191284,-0.106712207,1.021486145,5.4626504,-2.1057144,18.3410776,25858.62063,-14741.38933,42464.7061
